Job,Promised_Date,Requested_Date,Shipped_Date,Shipped_Quantity,Promised_Quantity,Customer,Description
18-040,2018-08-20 00:00:00,2018-08-20 00:00:00,2018-08-20 00:00:00,1,1,ZACHGROU,"7,000 Gal CST Tank with L/H/P"
18-033,2018-08-20 00:00:00,2018-08-20 00:00:00,2018-08-21 00:00:00,1,1,MILLIKEN,50 Gal. Vacuum Knockout Tank
18-023,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-14 00:00:00,1,1,IRVCPROD,DRY STRENGTH BULK TANK
17-078,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-14 00:00:00,1,1,IRVCPROD,13000 GAL YANKEE MACHINE CHEST
18-001,2018-07-26 00:00:00,2018-07-26 00:00:00,2018-07-26 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 1
18-001,2018-07-18 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 1
18-001,2018-07-18 00:00:00,2018-07-18 00:00:00,2018-07-18 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 1
17-079,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-13 00:00:00,1,1,IRVCPROD,13000 GAL CORE MACHINE CHEST
17-080,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-11 00:00:00,1,1,IRVCPROD,13000 GAL TAD MACHINE CHEST
17-082,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-11 00:00:00,1,1,IRVCPROD,11000 GAL MAKE-UP WATER TANK
17-083,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-13 00:00:00,1,1,IRVCPROD,20000 GAL BULK STORAGE TANK
17-084,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-16 00:00:00,1,1,IRVCPROD,20000 GAL BULK STORAGE TANK
17-086,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-11 00:00:00,1,1,IRVCPROD,6500 GAL RECOVERED FIBER TANK
18-022,2018-07-11 00:00:00,2018-07-11 00:00:00,2018-07-13 00:00:00,1,1,IRVCPROD,TAD SEAL PIT TANK
18-015,2018-07-05 00:00:00,2018-07-05 00:00:00,2018-07-05 00:00:00,1,1,HALOPROD,VENT CONDENSER
18-016,2018-07-05 00:00:00,2018-07-05 00:00:00,2018-07-05 00:00:00,1,1,HALOPROD,VENT CONDENSER
18-017,2018-07-05 00:00:00,2018-07-05 00:00:00,2018-07-05 00:00:00,1,1,HALOPROD,VENT CONDENSER
18-004,2018-06-25 00:00:00,2018-06-25 00:00:00,2018-06-25 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 4
18-006,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,1,1,SOLVSPEC,900 Gal CST Pressure Tk V-970
18-007,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,1,1,SOLVSPEC,900 Gal CST Pressure Tk V-995
18-008,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,1,1,SOLVSPEC,200 Gal CST Pressure Tk V-1001
17-087,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,4500 GAL CONDENSATE TANK
17-088,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,300 GAL TAD SEAL POT
17-089,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,1300 GAL FORMING SEAL POT
17-081,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,6500 GAL DAF REC. FIBER TANK
17-076,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,9500 GAL TAD BULK TANK
17-077,2018-06-11 00:00:00,2018-06-11 00:00:00,2018-06-12 00:00:00,1,1,IRVCPROD,9500 GAL TAD BULK TANK
18-002,2018-05-23 00:00:00,2018-05-23 00:00:00,2018-05-23 00:00:00,1,1,ROSENBLAD,Evaporator System Eff.-Vessel
18-002,2018-05-23 00:00:00,2018-05-23 00:00:00,2018-05-23 00:00:00,0,0,ROSENBLAD,Evaporator System Eff.-Vessel
18-004,2018-05-23 00:00:00,2018-05-23 00:00:00,2018-05-23 00:00:00,0,0,ROSENBLAD,Evaporator System Eff-Vessel 4
18-014,2018-05-22 00:00:00,2018-05-22 00:00:00,2018-05-22 00:00:00,0,0,PINOVAIN,"1,000 Gal. CST ASME Condensate"
18-014,2018-05-22 00:00:00,2018-05-22 00:00:00,,0,1,PINOVAIN,"1,000 Gal. CST ASME Condensate"
18-010,2018-05-21 00:00:00,2018-05-21 00:00:00,2018-05-21 00:00:00,0,0,FUJIVEGE,Heat Exchanger
18-011,2018-05-21 00:00:00,2018-05-21 00:00:00,2018-05-21 00:00:00,0,0,FUJIVEGE,Heat Exchanger
18-012,2018-05-21 00:00:00,2018-05-21 00:00:00,2018-05-21 00:00:00,0,0,FUJIVEGE,Heat Exchanger
17-064,2018-05-21 00:00:00,2018-05-21 00:00:00,2018-05-21 00:00:00,1,1,SOLVSPEC,350 GAL PILOT TANK V-950
18-003,2018-05-03 00:00:00,2018-05-03 00:00:00,2018-05-03 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 3
18-013,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,1,1,DOMTPAPE,"11,000 Gal. Vertical API 650 T"
18-032,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,1,1,AIRCO111,Rolled CD Plate and Tubing
18-003,2018-04-27 00:00:00,2018-04-27 00:00:00,2018-04-27 00:00:00,1,1,ROSENBLAD,Evaporator System Eff-Vessel 3
17-066,2018-04-19 00:00:00,2018-04-19 00:00:00,2018-04-19 00:00:00,0,0,S&STECHN,
17-066,2018-04-19 00:00:00,2018-04-19 00:00:00,2018-04-19 00:00:00,1,1,S&STECHN,
17-092,2018-04-09 00:00:00,2018-04-09 00:00:00,2018-04-09 00:00:00,1,1,MULLMECH,"60,000 GAL US SUGAR TANK"
17-092,2018-04-09 00:00:00,2018-04-09 00:00:00,2018-04-09 00:00:00,1,1,MULLMECH,"60,000 GAL US SUGAR TANK"
18-027,2018-04-06 00:00:00,2018-04-06 00:00:00,2018-04-06 00:00:00,1,1,HAMMINTE,ROLLED ANGLE
17-037,2018-04-05 00:00:00,2018-04-05 00:00:00,2018-04-05 00:00:00,1,1,JORDINTL,Carbon Steel Multi Hearth Furn
17-037,2018-04-05 00:00:00,2018-04-05 00:00:00,2018-04-05 00:00:00,1,1,JORDINTL,Carbon Steel Multi Hearth Furn
18-009,2018-03-28 00:00:00,2018-03-28 00:00:00,2018-03-28 00:00:00,1,1,PINOVAIN,SS Water Tank / Piping
17-071,2018-03-05 00:00:00,2018-03-05 00:00:00,2018-03-05 00:00:00,1,1,MILLIKEN,475 GAL CATCH TANK
17-072,2018-03-05 00:00:00,2018-03-05 00:00:00,2018-03-05 00:00:00,0,0,FUJIVEGE,6K Oil Holding Tank (T-57)
17-073,2018-03-05 00:00:00,2018-03-05 00:00:00,2018-03-05 00:00:00,1,1,FUJIVEGE,6 K Oil Holding Tank (T-58)
17-074,2018-03-05 00:00:00,2018-03-05 00:00:00,2018-03-05 00:00:00,1,1,FUJIVEGE,6 K Oil Holding Tank  (T-59)
17-068,2018-02-05 00:00:00,2018-02-05 00:00:00,2018-02-05 00:00:00,1,1,IMPESAVA,"12,000 GAL WATER STORAGE TANK"
17-067,2018-01-31 00:00:00,2018-01-31 00:00:00,2018-01-31 00:00:00,0,0,HALOPROD,SPARE DRYER SHELL
17-091,2018-01-31 00:00:00,2018-01-31 00:00:00,2018-01-31 00:00:00,2,2,MULLMECH,"(2) 30"" API MANWAYS"
17-090,2018-01-11 00:00:00,2018-01-11 00:00:00,2018-01-11 00:00:00,1,1,GAF11111,S/S SLATE SKI PLATES
16-133,2018-01-11 00:00:00,2018-01-11 00:00:00,2018-01-12 00:00:00,1,1,WAKOCHEM,S/S PRESSURE TANK 1000 GALS
17-069,2017-12-28 00:00:00,2017-12-28 00:00:00,2017-12-28 00:00:00,1,1,GARRMACH,(1) FLANGED TOP CYCLONE
17-029,2017-12-20 00:00:00,2017-12-20 00:00:00,2017-12-20 00:00:00,1,1,NUTEMANA,"10,000 GAL PROCESS TANK 1 OF 2"
17-030,2017-12-20 00:00:00,2017-12-20 00:00:00,2017-12-20 00:00:00,1,1,NUTEMANA,"10,000 GAL PROCESS TANK 2 OF 2"
17-030,2017-12-20 00:00:00,2017-12-20 00:00:00,2017-12-20 00:00:00,1,1,NUTEMANA,"10,000 GAL PROCESS TANK 2 OF 2"
17-047,2017-12-08 00:00:00,2017-12-08 00:00:00,2017-12-12 00:00:00,1,1,FLOQENGI,"50,000 GAL EXXSOL STORAGE TANK"
17-046,2017-12-06 00:00:00,2017-12-06 00:00:00,2017-12-06 00:00:00,1,1,FLOQENGI,"50,000 GAL EXXSOL STORAGE TANK"
17-038,2017-12-04 00:00:00,2017-12-04 00:00:00,2017-12-04 00:00:00,1,1,CONTPACK,78 FOOT SILO
17-038,2017-12-04 00:00:00,2017-12-04 00:00:00,2017-12-04 00:00:00,0,0,CONTPACK,78 FOOT SILO
17-042,2017-11-27 00:00:00,2017-11-27 00:00:00,2017-11-27 00:00:00,1,1,IFFCHEMI,10000 Gal API 650 Storage Tank
17-060,2017-11-21 00:00:00,2017-11-21 00:00:00,2017-11-21 00:00:00,1,1,ZACHGROU,"7,000 GAL HORIZONTAL ACID TANK"
17-062,2017-11-20 00:00:00,2017-11-20 00:00:00,2017-11-20 00:00:00,1,1,360INDU,360 Ind Preprocess
17-055,2017-11-16 00:00:00,2017-11-16 00:00:00,2017-11-16 00:00:00,0,0,DAKAMERI,Rectangular Bin
17-059,2017-11-07 00:00:00,2017-11-07 00:00:00,2017-11-07 00:00:00,1,1,ANDRITZI,(1) Vent Stack Scrubber
17-035,2017-11-02 00:00:00,2017-11-02 00:00:00,2017-11-06 00:00:00,1,1,ASHLANDI,"6,500 BAL BLENDING TANK"
17-043,2017-10-30 00:00:00,2017-10-30 00:00:00,2017-10-30 00:00:00,1,1,BLUECYPR,4800 GAL HYDRO TANK-STAINLESS
17-039,2017-10-23 00:00:00,2017-10-23 00:00:00,2017-10-23 00:00:00,1,1,THELUBRI,STORAGE TANKS
17-040,2017-10-23 00:00:00,2017-10-23 00:00:00,2017-10-23 00:00:00,1,1,THELUBRI,STORAGE TANK
17-040,2017-10-23 00:00:00,2017-10-23 00:00:00,2017-10-24 00:00:00,1,1,THELUBRI,STORAGE TANK
17-031,2017-10-18 00:00:00,2017-10-18 00:00:00,2017-10-18 00:00:00,1,1,PCSNITROF,TK6733 6500 GAL UREA DIS TANK
17-034,2017-10-12 00:00:00,2017-10-12 00:00:00,2017-10-12 00:00:00,1,1,STEPCOMP,"10,000 GAL FLAMMABLE TANK"
17-034,2017-10-12 00:00:00,2017-10-12 00:00:00,2017-10-12 00:00:00,1,1,STEPCOMP,"10,000 GAL FLAMMABLE TANK"
17-027,2017-10-09 00:00:00,2017-10-09 00:00:00,2017-10-10 00:00:00,1,1,SOLVSPEC,"18,000 GAL 316L DRUM (LD-501)"
17-036,2017-10-03 00:00:00,2017-10-03 00:00:00,2017-10-04 00:00:00,1,1,HALOPROD,ALLOY 20 REPLACEMENT HEAD
17-012,2017-10-03 00:00:00,2017-10-03 00:00:00,2017-10-04 00:00:00,1,1,HALOPROD,"1,000 Gallon Monel Wash Tank"
17-057,2017-10-03 00:00:00,2017-10-03 00:00:00,2017-10-03 00:00:00,1,1,PLASPROC,(1) CS BYPASS SPOOL
17-053,2017-10-03 00:00:00,2017-10-03 00:00:00,2017-10-04 00:00:00,1,1,HALOPROD,Heat Exchanger Shell
17-041,2017-10-02 00:00:00,2017-10-02 00:00:00,2017-10-02 00:00:00,1,1,GEORPACI,Project: 571-276-0000381
17-054,2017-09-28 00:00:00,2017-09-28 00:00:00,2017-09-28 00:00:00,1,1,AIRLIQUI,"3"" Quench Nozzle"
17-058,2017-09-25 00:00:00,2017-09-25 00:00:00,2017-09-25 00:00:00,1,1,USSUGARC,(3) EXPLOSION VENT PANELS
17-044,2017-09-01 00:00:00,2017-09-01 00:00:00,2017-09-05 00:00:00,1,1,GPALABRI,880 GAL DECANTER FEED TANK
16-124,2017-08-30 00:00:00,2017-08-30 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL 720 GALLONS
17-049,2017-08-24 00:00:00,2017-08-24 00:00:00,2017-08-24 00:00:00,1,1,GARRMACH,310 SS CYLINDER
17-045,2017-08-17 00:00:00,2017-08-17 00:00:00,2017-08-17 00:00:00,1,1,WAKOCHEM,R-501 TOLUENE RECOVERY TANK
17-015,2017-08-14 00:00:00,2017-08-14 00:00:00,2018-01-16 00:00:00,1,1,ASHLANDI,FB-32262
17-016,2017-08-14 00:00:00,2017-08-14 00:00:00,2018-01-10 00:00:00,1,1,ASHLANDI,FB-3266
17-021,2017-07-19 00:00:00,2017-07-19 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,10 GAL ARNOV 4LV Tank
17-022,2017-07-19 00:00:00,2017-07-19 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,10 gal IRGANOX 1135 tank
17-023,2017-07-19 00:00:00,2017-07-19 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,10 gal SILQUEST A-187 Tank
17-024,2017-07-19 00:00:00,2017-07-19 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,50 gal KEMSTER-104 Tank
17-006,2017-07-18 00:00:00,2017-07-18 00:00:00,2017-07-31 00:00:00,1,1,AMECFOST,"20,000 Gal Polisher Feed Tank"
17-014,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-08-24 00:00:00,1,1,USSUGARC,OPEN TOP RAW SUGAR TANK
17-018,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,"20 gal, V-65 shell mixing tank"
17-019,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,20 gal TMPTMA tank
17-020,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,20 gal V-65/shell Sol yank
16-114,2017-07-03 00:00:00,2017-07-03 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,
17-013,2017-06-29 00:00:00,2017-06-29 00:00:00,2017-06-29 00:00:00,1,1,THIEKAOL,"7,000 Gal. Horiz. Storage Tank"
17-001,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-21 00:00:00,1,1,AMECFOST,900 Gal HRSG Blowdown Tank
17-002,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-21 00:00:00,1,1,AMECFOST,900 Gal HRSG Blowdown Tank
17-003,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-21 00:00:00,1,1,AMECFOST,900 Gal Boiler Blowdown Tank
17-004,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-21 00:00:00,1,1,AMECFOST,900 Gal Boiler Blowdown Tank
17-005,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-21 00:00:00,1,1,AMECFOST,900 Gal Boiler Blowdown Tank
16-134,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-06 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL 850 GALS
16-135,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-18 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL 2000 GALS
16-136,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL 2000 GALS
16-137,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,S/S ATMOSPHERIC TANK
16-127,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-10-09 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL-1000 GALS
16-128,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-18 00:00:00,1,1,WAKOCHEM,S/S Pressure Vessure 2500 Gals
16-129,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-06 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL-1500 GALS
16-130,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-18 00:00:00,1,1,WAKOCHEM,S/S PRESSURE TANK-3000 GALS
16-131,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-10-09 00:00:00,1,1,WAKOCHEM,S/S PRESSURE TANK 1500 GALS
16-132,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-09-06 00:00:00,1,1,WAKOCHEM,S/S PRESSURE VESSEL 1000 GALS
16-133,2017-05-31 00:00:00,2017-05-31 00:00:00,2017-11-14 00:00:00,1,1,WAKOCHEM,S/S PRESSURE TANK 1000 GALS
17-025,2017-05-30 00:00:00,2017-05-30 00:00:00,2017-06-08 00:00:00,1,1,GARRMACH,310 SS CYLINDER
16-139,2017-05-15 00:00:00,2017-05-15 00:00:00,2017-08-22 00:00:00,1,1,ALLNEXUS,
17-017,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-07-05 00:00:00,1,1,COPECORP,350 gallon Thermal Well
16-107,2017-05-03 00:00:00,2017-03-15 00:00:00,2017-05-02 00:00:00,1,1,FLOQENGI,
16-115,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,
16-116,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,3000 Gallon
16-117,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,3000-gallons
16-118,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-09-18 00:00:00,1,1,WAKOCHEM,680 Gallons
16-119,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-10-09 00:00:00,1,1,WAKOCHEM,680 gallons
16-120,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-10-09 00:00:00,1,1,WAKOCHEM,680 gallons
16-121,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-10-24 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSURE -920 GALS
16-122,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-10-24 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL-920GALS
16-123,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-17 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL 1900 GALS
16-124,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-07-10 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL 720 GALLONS
16-125,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL
16-126,2017-05-02 00:00:00,2017-05-02 00:00:00,2017-08-30 00:00:00,1,1,WAKOCHEM,SS PRESSURE VESSEL
17-026,2017-04-27 00:00:00,2017-04-27 00:00:00,,0,1,ANDRITZI,
17-016,2017-04-25 00:00:00,2017-04-25 00:00:00,,0,0,ASHLANDI,FB-3266
16-138,2017-04-13 00:00:00,2017-04-13 00:00:00,2017-04-13 00:00:00,1,1,USSUGARC,USSC-C-17043-ML
16-096,2017-03-24 00:00:00,2017-03-24 00:00:00,2017-06-06 00:00:00,1,1,POLYCOMP,
16-097,2017-03-24 00:00:00,2017-03-24 00:00:00,2017-07-10 00:00:00,1,1,POLYCOMP,
16-083,2017-03-23 00:00:00,2017-03-23 00:00:00,2017-03-23 00:00:00,0,0,ASHLSPEC,
16-083,2017-03-23 00:00:00,2017-03-23 00:00:00,,0,0,ASHLSPEC,
16-108,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-109,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-110,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-111,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-112,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-113,2017-03-15 00:00:00,2017-03-15 00:00:00,2017-06-19 00:00:00,1,1,FITECARD,and load cells for plant 2 SC4
16-104,2017-03-08 00:00:00,2017-03-08 00:00:00,,0,1,SOLENISL,
16-104,2017-03-02 00:00:00,2017-03-02 00:00:00,2017-03-08 00:00:00,1,1,SOLENISL,
16-100,2017-03-01 00:00:00,2017-03-01 00:00:00,2017-03-01 00:00:00,1,1,S&STECHN,
16-098,2017-03-01 00:00:00,2017-03-01 00:00:00,2017-04-25 00:00:00,1,1,PCSPHOSP,
16-099,2017-03-01 00:00:00,2017-03-01 00:00:00,2017-03-01 00:00:00,1,1,S&STECHN,
17-010,2017-02-17 00:00:00,2017-02-17 00:00:00,2017-02-17 00:00:00,0,0,SOLVSPEC,"24"" Manway Cover w/ 8"" Nozzle"
16-102,2017-02-15 00:00:00,2017-02-15 00:00:00,2017-06-09 00:00:00,1,1,GERDCART,
16-103,2017-02-10 00:00:00,2017-02-10 00:00:00,2017-02-15 00:00:00,1,1,SIGROUP1,Tag# D9314(PTZ Pot)
16-092,2017-01-27 00:00:00,2017-01-27 00:00:00,2017-05-10 00:00:00,1,1,TELLPROD,1 of 3 verrtical tanks
16-093,2017-01-27 00:00:00,2017-01-27 00:00:00,2017-05-10 00:00:00,1,1,TELLPROD,2 OF 3 VERTICAL TANKS
16-094,2017-01-27 00:00:00,2017-01-27 00:00:00,2017-05-10 00:00:00,1,1,TELLPROD,3 OF 3 VERTICAL TANKS
16-100,2017-01-26 00:00:00,2017-01-26 00:00:00,2017-02-22 00:00:00,1,1,S&STECHN,
16-099,2017-01-26 00:00:00,2017-01-26 00:00:00,2017-02-22 00:00:00,1,1,S&STECHN,
16-082,2017-01-18 00:00:00,2017-01-18 00:00:00,,0,1,ARIZCHEM,
16-082,2017-01-17 00:00:00,2017-01-17 00:00:00,,0,1,ARIZCHEM,
16-101,2017-01-16 00:00:00,2017-01-16 00:00:00,2017-06-09 00:00:00,1,1,GERDCART,
16-095,2017-01-16 00:00:00,2017-01-16 00:00:00,2017-02-15 00:00:00,1,1,SIGROUP1,Shop Fabricated Vessel D9301B
16-105,2017-01-12 00:00:00,2017-01-12 00:00:00,2017-01-24 00:00:00,1,1,AIRGNATI,
16-106,2017-01-10 00:00:00,2017-01-10 00:00:00,2017-02-01 00:00:00,0,0,ARCHUSIN,Fab top manway lid/rupture dis
16-073,2017-01-10 00:00:00,2017-01-10 00:00:00,2017-03-14 00:00:00,1,1,ARIZCHEM,
16-074,2017-01-10 00:00:00,2017-01-10 00:00:00,2017-03-13 00:00:00,1,1,ARIZCHEM,
16-075,2017-01-10 00:00:00,2017-01-10 00:00:00,2017-03-13 00:00:00,1,1,ARIZCHEM,
16-076,2017-01-10 00:00:00,2017-01-10 00:00:00,2017-03-10 00:00:00,1,1,ARIZCHEM,
16-085,2017-01-06 00:00:00,2017-01-06 00:00:00,2017-04-17 00:00:00,1,1,TELLPROD,3000 Gal. Mix Tank
16-086,2017-01-06 00:00:00,2017-01-06 00:00:00,2017-04-17 00:00:00,1,1,TELLPROD,6000 Gal Retention Tank
16-087,2017-01-06 00:00:00,2017-01-06 00:00:00,2017-04-17 00:00:00,1,1,TELLPROD,7500 Gal PPP-001 Tank
16-089,2016-12-31 00:00:00,2016-12-31 00:00:00,2017-03-20 00:00:00,1,1,PCSPHOSP,
OH-16,2016-12-31 00:00:00,2016-12-31 00:00:00,,0,1,,OVERHEAD
16-077,2016-12-30 00:00:00,2016-12-30 00:00:00,2016-12-19 00:00:00,1,1,ALLIUNIV,"12' 0""OD X 43'6""H A-36 CS"
16-078,2016-12-30 00:00:00,2016-12-30 00:00:00,2016-12-19 00:00:00,1,1,ALLIUNIV,"12' 0""OD X 43'6""H A-36 CS"
16-079,2016-12-30 00:00:00,2016-12-30 00:00:00,2016-12-28 00:00:00,1,1,ALLIUNIV,"12' 0""OD X 43'6""H A-36 CS"
16-080,2016-12-30 00:00:00,2016-12-30 00:00:00,2017-01-16 00:00:00,1,1,ALLIUNIV,"12' 0""OD X 43'6""H A-36 CS"
16-081,2016-12-30 00:00:00,2016-12-30 00:00:00,,0,1,ALLIUNIV,Deliver Tank
16-082,2016-12-30 00:00:00,2016-12-30 00:00:00,,0,1,ARIZCHEM,
16-090,2016-12-23 00:00:00,2016-12-23 00:00:00,2016-12-22 00:00:00,1,1,S&STECHN,
16-015,2016-12-12 00:00:00,2016-12-12 00:00:00,2016-12-14 00:00:00,1,1,ONEACONS,
16-016,2016-12-12 00:00:00,2016-12-12 00:00:00,2016-11-16 00:00:00,1,1,ONEACONS,
16-070,2016-12-08 00:00:00,2016-12-08 00:00:00,2016-11-09 00:00:00,1,1,ALLNEXUS,
16-091,2016-12-06 00:00:00,2016-12-06 00:00:00,2016-12-12 00:00:00,1,1,MPEQUI11,V-60-1001-RAW
16-088,2016-12-05 00:00:00,2016-12-05 00:00:00,2016-12-07 00:00:00,1,1,STMAPOWD,per Drawing S-450-527 Rev 0
16-083,2016-11-30 00:00:00,2016-11-30 00:00:00,,0,1,ASHLSPEC,
16-019,2016-11-28 00:00:00,2016-11-28 00:00:00,2016-11-10 00:00:00,1,1,ONEACONS,
16-034,2016-11-28 00:00:00,2016-11-28 00:00:00,2016-11-23 00:00:00,1,1,ONEACONS,
16-021,2016-11-28 00:00:00,2016-11-28 00:00:00,2016-12-01 00:00:00,1,1,ONEACONS,
16-017,2016-11-14 00:00:00,2016-11-14 00:00:00,2016-11-23 00:00:00,1,1,ONEACONS,
16-064,2016-11-14 00:00:00,2016-11-14 00:00:00,2016-11-14 00:00:00,1,1,DUSTEXCO,
16-065,2016-11-14 00:00:00,2016-11-14 00:00:00,2016-11-14 00:00:00,1,1,DUSTEXCO,
16-067,2016-11-04 00:00:00,2016-11-04 00:00:00,2016-11-09 00:00:00,1,1,ALLNEXUS,Tag FA-6610
16-020,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-18 00:00:00,1,1,ONEACONS,
16-022,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-17 00:00:00,1,1,ONEACONS,
16-023,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-17 00:00:00,1,1,ONEACONS,
16-024,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-17 00:00:00,1,1,ONEACONS,
16-025,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-17 00:00:00,1,1,ONEACONS,
16-026,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-13 00:00:00,1,1,ONEACONS,
16-027,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-13 00:00:00,1,1,ONEACONS,
16-028,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-13 00:00:00,1,1,ONEACONS,
16-029,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-13 00:00:00,1,1,ONEACONS,
16-030,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-18 00:00:00,1,1,ONEACONS,
16-031,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-17 00:00:00,1,1,ONEACONS,
16-032,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-10-18 00:00:00,1,1,ONEACONS,
